Season No.,Episode No.,Episode Name,Character,Line
1,2,The Big Bran Hypothesis,Leonard,"Yes, but, only to clean."
1,2,The Big Bran Hypothesis,Sheldon,"Really more to organise, you’re not actually dirty, per se."
1,2,The Big Bran Hypothesis,Leonard,"I’m very, very sorry."
1,2,The Big Bran Hypothesis,Leonard,"Oh, yes, we discussed it at length last night."
1,2,The Big Bran Hypothesis,Sheldon,"And snoring. And that’s probably just a sinus infection, but it could be sleep apnoea, you might want to see an otolaryngologist. It’s a throat doctor."
1,2,The Big Bran Hypothesis,Sheldon,"Depending on the depth, that’s either a proctologist or a general surgeon. (Leonard holds up a sign reading “Sarcasm”) Oh!"
1,2,The Big Bran Hypothesis,Leonard,"Okay, look, no Penny, I think what you’re feeling is perfectly valid, and maybe a little bit later today when you’re feeling a little bit less, for lack of a better word, violated, maybe we could talk about this some more."
1,2,The Big Bran Hypothesis,Leonard,"Sure, that’s another way to go."
1,2,The Big Bran Hypothesis,Sheldon,"Penny, Penny, just to clarify because there will be a discussion when you leave, is your objection solely to our presence in the apartment while you were sleeping, or do you also object to the imposition of a new organisational paradigm. (Penny stares in disbelief, then leaves.) Well that was a little non-responsive."
1,2,The Big Bran Hypothesis,Leonard,You are going to march yourself over there right now and apologise. (Sheldon laughs.) What’s funny?
1,2,The Big Bran Hypothesis,Sheldon,That wasn’t sarcasm?
1,2,The Big Bran Hypothesis,Leonard,No.
1,2,The Big Bran Hypothesis,Sheldon,"Wooh, boy, you are all over the place this morning. (Knocks on Penny’s door.) I have a masters and two PhD’s, I should not have to do this."
1,2,The Big Bran Hypothesis,Sheldon,"I am truly sorry for what happened last night, I take full responsibility. And I hope that it won’t colour your opinion of Leonard, who is not only a wonderful guy, but also, I hear, a gentle and thorough lover. (Penny closes door in his face.) I did what I could."
1,2,The Big Bran Hypothesis,Leonard,It’s fine. You win.
1,2,The Big Bran Hypothesis,Sheldon,His imaginary girlfriend broke up with him.
1,2,The Big Bran Hypothesis,Leonard,What did she say? Is she still mad at me?
1,2,The Big Bran Hypothesis,Leonard,Oh.
1,2,The Big Bran Hypothesis,Leonard,"Um, here’s the thing. (Reads from note.) Penny. Just as Oppenheimer came to regret his contributions to the first atomic bomb, so too I regret my participation in what was, at the very least, an error in judgement. The hallmark of the great human experiment is the willingness to recognise one’s mistakes. Some mistakes, such as Madame Curie’s discovery of Radium turned out to have great scientific potential even though she would later die a slow, painful death from radiation poisoning. Another example, from the field of ebola research…."
1,2,The Big Bran Hypothesis,Leonard,Yeah.
1,2,The Big Bran Hypothesis,Leonard,Six two inch dowels.
1,2,The Big Bran Hypothesis,Sheldon,Check.
1,2,The Big Bran Hypothesis,Leonard,"One package, Phillips head screws."
1,2,The Big Bran Hypothesis,Sheldon,Check.
1,2,The Big Bran Hypothesis,Leonard,"No, please, we insist, it’s the least we can do considering."
1,2,The Big Bran Hypothesis,Sheldon,Considering what? How great this place looks?
1,2,The Big Bran Hypothesis,Leonard,What?
1,2,The Big Bran Hypothesis,Leonard,"It is an inefficient design, for example Penny has a flat screen TV, which means all the space behind it is wasted."
1,2,The Big Bran Hypothesis,Sheldon,We could put her stereo back there.
1,2,The Big Bran Hypothesis,Leonard,And control it how?
1,2,The Big Bran Hypothesis,Sheldon,"Run an infra-red repeater, photocell here, emitter here, easy peasy."
1,2,The Big Bran Hypothesis,Sheldon,"Hang on Penny. How about fans, here and here?"
1,2,The Big Bran Hypothesis,Leonard,"Also inefficient, and might be loud."
1,2,The Big Bran Hypothesis,Leonard,"Oh, really, show me where we put a drip tray, a sluice and an overflow reservoir?"
1,2,The Big Bran Hypothesis,Sheldon,And if water is involved we’re going to have to ground the crap out of the thing.
1,2,The Big Bran Hypothesis,Leonard,"Oh, I’ve got it. How about if we replace panels A, B and F and crossbar H with aircraft grade aluminium."
1,2,The Big Bran Hypothesis,Sheldon,"Right, then the entire thing’s one big heat sink."
1,2,The Big Bran Hypothesis,Leonard,Meet back here in an hour?
1,2,The Big Bran Hypothesis,Leonard,Got it. (They all leave).
1,3,The Fuzzy Boots Corollary,Sheldon,Good lord!
1,3,The Fuzzy Boots Corollary,Leonard,"Don’t panic, this is what the last 97 hours have been about."
1,3,The Fuzzy Boots Corollary,Leonard,"Warriors, unsheathe your weapons, magic wielders raise your wands."
1,3,The Fuzzy Boots Corollary,Sheldon,Lock and load.
1,3,The Fuzzy Boots Corollary,Leonard,Stay in formation.
1,3,The Fuzzy Boots Corollary,Leonard,"That’s alright, my tail’s prehensile, I’ll swat him off."
1,3,The Fuzzy Boots Corollary,Leonard,"Raj, no, it’s a trap, they’re flanking us!"
1,3,The Fuzzy Boots Corollary,Sheldon,I’ve got the Sword of Azeroth!
1,3,The Fuzzy Boots Corollary,Leonard,"Forget the sword, Sheldon, help Raj."
1,3,The Fuzzy Boots Corollary,Sheldon,"There is no more Sheldon, I am the Swordmaster!"
1,3,The Fuzzy Boots Corollary,Leonard,"Dammit man, we’re dying here."
1,3,The Fuzzy Boots Corollary,Sheldon,"Goodbye, peasants."
1,3,The Fuzzy Boots Corollary,Leonard,The bastard teleported.
1,3,The Fuzzy Boots Corollary,Leonard,"You betrayed us for money, who are you?"
1,3,The Fuzzy Boots Corollary,Sheldon,"I’m a rogue knight elf, don’t you people read character descriptions? Wait, wait, wait, somebody just clicked “buy it now.”"
1,3,The Fuzzy Boots Corollary,Sheldon,"Wooh, I’m all sweaty, anybody want to log on to second life and go swimming, I just built a virtual pool."
1,3,The Fuzzy Boots Corollary,Leonard,"No, I can’t look at you or your avatar right now."
1,3,The Fuzzy Boots Corollary,Leonard,Excuse me.
1,3,The Fuzzy Boots Corollary,Sheldon,Don’t forget the mail you took accidentally on purpose so you’d have an excuse to talk to her.
1,3,The Fuzzy Boots Corollary,Leonard,"Oh, right, right right right right."
1,3,The Fuzzy Boots Corollary,Leonard,Not much. Bro.
1,3,The Fuzzy Boots Corollary,Leonard,"Uh, yeah, uh, I just, I got your mail again, here."
1,3,The Fuzzy Boots Corollary,Leonard,"Oh no, that’s probably not such a good idea. Civil servants have a documented propensity to, you know, snap."
1,3,The Fuzzy Boots Corollary,Leonard,"No problem. Bye. Oh, and, bye, bro! (Returns to apartment)."
1,3,The Fuzzy Boots Corollary,Sheldon,Penny for your thoughts.
1,3,The Fuzzy Boots Corollary,Leonard,"No, I’m fine. Penny’s fine, the guy she’s kissing is really fine and…"
1,3,The Fuzzy Boots Corollary,Leonard,What is wrong with you?
1,3,The Fuzzy Boots Corollary,Sheldon,Please don’t tell me that your hopeless infatuation is devolving into pointless jealousy.
1,3,The Fuzzy Boots Corollary,Leonard,"No, I’m not jealous, I’m just a little concerned for her. I didn’t like the look of the guy that she was with."
1,3,The Fuzzy Boots Corollary,Leonard,Yeah. He was kinda dreamy.
1,3,The Fuzzy Boots Corollary,Sheldon,"Well, at least now you can retrieve the black box from the twisted smouldering wreckage that was once your fantasy of dating her, and analyse the data so that you don’t crash into geek mountain again."
1,3,The Fuzzy Boots Corollary,Leonard,"Well, I’m done with Penny. I’m going to be more realistic and go after someone my own speed."
1,3,The Fuzzy Boots Corollary,Leonard,I don’t know. Olivia Geiger?
1,3,The Fuzzy Boots Corollary,Sheldon,The dietician at the cafeteria with the limp and the lazy eye?
1,3,The Fuzzy Boots Corollary,Leonard,Yeah.
1,3,The Fuzzy Boots Corollary,Sheldon,"Well, I don’t think you have a shot there. I have noticed that Lesley Winkle recently started shaving her legs. Now, given that winter is coming one can only assume that she is signalling sexual availability."
1,3,The Fuzzy Boots Corollary,Leonard,So?
1,3,The Fuzzy Boots Corollary,Leonard,"Look, Howard, if I were to ask Lesley Winkle out it would just be for dinner, I’m not going to walk into the lab, ask her to strip naked and dance for me."
1,3,The Fuzzy Boots Corollary,Leonard,Hello Lesley.
1,3,The Fuzzy Boots Corollary,Leonard,Lesley I would like to propose an experiment.
1,3,The Fuzzy Boots Corollary,Leonard,"Right. Lesley, I would like to propose an experiment."
1,3,The Fuzzy Boots Corollary,Leonard,"Pfff, I’ve done it, about two seconds, 2.6 for minestrone. Anyway, I was thinking more of a bio-social exploration with a neuro-chemical overlay."
1,3,The Fuzzy Boots Corollary,Leonard,"I was going to characterise it as the modification of our colleague/friendship paradigm, with the addition of a date-like component. But we don’t need to quibble over terminology."
1,3,The Fuzzy Boots Corollary,Leonard,"There is a generally accepted pattern in this area, I would pick you up, take you to a restaurant, then we would see a movie, probably a romantic comedy featuring the talents of Hugh Grant or Sandra Bullock."
1,3,The Fuzzy Boots Corollary,Leonard,"Heartrate, pheromones, etc, yes."
1,3,The Fuzzy Boots Corollary,Leonard,"You mean, kiss you now?"
1,3,The Fuzzy Boots Corollary,Leonard,Can you define the parameters of the kiss?
1,3,The Fuzzy Boots Corollary,Leonard,Thank you. (Takes mint). Shall I count down from three?
1,3,The Fuzzy Boots Corollary,Leonard,"You proposed the experiment, I think you should present your findings first."
1,3,The Fuzzy Boots Corollary,Leonard,None?
1,3,The Fuzzy Boots Corollary,Leonard,"Ah. Well, thank you for your time."
1,3,The Fuzzy Boots Corollary,Leonard,None at all?
1,3,The Fuzzy Boots Corollary,Sheldon,"That depends. When I learn that I’m a robot, will I be able to handle it?"
1,3,The Fuzzy Boots Corollary,Sheldon,"Uh, let me ask you this. When I learn that I’m a robot, would I be bound by Asimov’s three laws of robotics?"
1,3,The Fuzzy Boots Corollary,Sheldon,Of course not.
1,3,The Fuzzy Boots Corollary,Sheldon,"Well, no."
1,3,The Fuzzy Boots Corollary,Sheldon,The internet’s been down for half an hour.
1,3,The Fuzzy Boots Corollary,Leonard,"Oh, we tried kissing, but the earth didn’t move. I mean any more than the 383 miles that it was going to move anyway."
1,3,The Fuzzy Boots Corollary,Sheldon,"Oh, I’ve seen that look before. This is just going to be two weeks of moping and tedious emo songs, and calling me to come down to pet stores to look at cats. I don’t know if I can take it."
1,3,The Fuzzy Boots Corollary,Sheldon,"Oh, good lord."
1,3,The Fuzzy Boots Corollary,Sheldon,"If you’re compiling a mix CD for a double suicide. (Leonard is taking supplies out of a bag) Oh, I hope that scratching post is for you."
1,3,The Fuzzy Boots Corollary,Leonard,"I know what you’re thinking, I’ve taken your asthma into account. There’s a feline geneticist in San Diego who has developed the cutest little hypo-allergenic calicos."
1,3,The Fuzzy Boots Corollary,Sheldon,"Leonard, listen to me…"
1,3,The Fuzzy Boots Corollary,Leonard,"I’ve been thinking about names, I’m kind of torn between Einstein, Newton and Sergeant Fuzzyboots."
1,3,The Fuzzy Boots Corollary,Sheldon,"Leonard, do you really think you can satisfy your need for a relationship with a genetically altered cat?"
1,3,The Fuzzy Boots Corollary,Leonard,"Maybe, if it’s a cute little cuddly cat."
1,3,The Fuzzy Boots Corollary,Sheldon,"Oh, come on, Leonard! This is obviously about Penny."
1,3,The Fuzzy Boots Corollary,Leonard,"It doesn’t matter. The woman’s not interested in me, the woman rejected me."
1,3,The Fuzzy Boots Corollary,Sheldon,"Okay, look, I think that you have as much of a chance of having a sexual relationship with Penny as the Hubble Telescope does of discovering at the centre of every black hole is a little man with a flashlight searching for a circuit breaker. Nevertheless, I do feel obligated to point out to you that she did no reject you. You did not ask her out."
1,3,The Fuzzy Boots Corollary,Leonard,"You’re right. I didn’t ask her out, I should ask her out."
1,3,The Fuzzy Boots Corollary,Sheldon,"No. No, now that was not my point. My point was, don’t buy a cat."
1,3,The Fuzzy Boots Corollary,Leonard,"No, but you’re right. I should march over there and ask her out."
1,3,The Fuzzy Boots Corollary,Sheldon,"Oh, goody, we’re getting a cat."
1,3,The Fuzzy Boots Corollary,Leonard,"Good afternoon Penny, so hi, hey. Uh… I was wondering if you had plans for dinner."
1,3,The Fuzzy Boots Corollary,Leonard,"There is an inherent ambiguity in the word dinner. Technically it refers to the largest meal of the day whenever it is consumed, so, to clarify here, by dinner I mean supper."
1,3,The Fuzzy Boots Corollary,Leonard,"Or dinner. I was thinking six thirty, if you can go, or a different time."
1,3,The Fuzzy Boots Corollary,Leonard,Really? Great!
1,3,The Fuzzy Boots Corollary,Leonard,Us guys?
1,3,The Fuzzy Boots Corollary,Leonard,"They…. might all be there. Or a subset of them might be there, uh, algebraically speaking there are too many unknowns, for example Sheldon had Quizznos for lunch, sometimes he finds that filling, other times he doesn’t, it’s no fault of Quizznos, they have a varied menu."
1,3,The Fuzzy Boots Corollary,Leonard,Great. Did we say a time?
1,3,The Fuzzy Boots Corollary,Leonard,And that’s still good for you.
1,3,The Fuzzy Boots Corollary,Leonard,Cos it’s not carved in stone.
1,3,The Fuzzy Boots Corollary,Leonard,I’ll get my chisel.
1,3,The Fuzzy Boots Corollary,Leonard,"To… carve the… okay, I’ll see you six thirty."
1,3,The Fuzzy Boots Corollary,Leonard,How do I look?
1,3,The Fuzzy Boots Corollary,Sheldon,Could you be more specific?
1,3,The Fuzzy Boots Corollary,Leonard,Can you tell I’m perspiring a little?
1,3,The Fuzzy Boots Corollary,Sheldon,No. The dark crescent-shaped patterns under your arms conceal it nicely. What time is your date?
1,3,The Fuzzy Boots Corollary,Leonard,Six thirty.
1,3,The Fuzzy Boots Corollary,Sheldon,"Perfect, that gives you two hours and fifteen minutes for that dense molecular cloud of Aramis to dissipate."
1,3,The Fuzzy Boots Corollary,Leonard,Is it too much?
1,3,The Fuzzy Boots Corollary,Sheldon,Not if you’re a rugby team.
1,3,The Fuzzy Boots Corollary,Leonard,"By the way, if it should ever come up, you didn’t join us because you stuffed yourself with a chicken carbonara sub at Quizznos."
1,3,The Fuzzy Boots Corollary,Sheldon,Why would I join you?
1,3,The Fuzzy Boots Corollary,Leonard,"No reason. Oh, you know what, maybe this isn’t such a good idea."
1,3,The Fuzzy Boots Corollary,Sheldon,"Oh, no, no, no, well now, there’s always the possibility that alcohol and poor judgement on her part might lead to a nice romantic evening."
1,3,The Fuzzy Boots Corollary,Leonard,"You’re right, alcohol, poor judgement, it could go well."
